item_id,title,description,institution,course_url
coursera_actualizacion-manejo-diabetes-tipo-2,Actualización en el manejo del paciente con diabetes mellitus tipo 2,Actualización en el manejo del paciente con diabetes mellitus tipo 2 by Universidad Nacional Autónoma de México. A curated course designed to build practical skills and confidence.,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/actualizacion-manejo-diabetes-tipo-2
coursera_mastering-final-cut-pro,Mastering Final Cut Pro,Mastering Final Cut Pro by LearnQuest. A curated course designed to build practical skills and confidence.,LearnQuest,https://www.coursera.org/learn/mastering-final-cut-pro
coursera_removing-barriers-to-change,Removing Barriers to Change,Removing Barriers to Change by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/removing-barriers-to-change
coursera_tricky-american-english-pronunciation,Tricky American English Pronunciation,"Tricky American English Pronunciation by University of California, Irvine. A curated course designed to build practical skills and confidence.","University of California, Irvine",https://www.coursera.org/learn/tricky-american-english-pronunciation
coursera_uva-darden-agile-team-management,Managing an Agile Team,Managing an Agile Team by University of Virginia. A curated course designed to build practical skills and confidence.,University of Virginia,https://www.coursera.org/learn/uva-darden-agile-team-management
coursera_international-law-in-action,International Law in Action: A Guide to the International Courts and Tribunals in The Hague,International Law in Action: A Guide to the International Courts and Tribunals in The Hague by Universiteit Leiden. A curated course designed to build practical skills and confidence.,Universiteit Leiden,https://www.coursera.org/learn/international-law-in-action
coursera_competencias-lab,"Competencias Laborales: Perfiles, Evaluación y Capacitación.","Competencias Laborales: Perfiles, Evaluación y Capacitación. by Universidad de Chile. A curated course designed to build practical skills and confidence.",Universidad de Chile,https://www.coursera.org/learn/competencias-lab
coursera_getting-started-with-tensor-flow2,Getting started with TensorFlow 2,Getting started with TensorFlow 2 by Imperial College London. A curated course designed to build practical skills and confidence.,Imperial College London,https://www.coursera.org/learn/getting-started-with-tensor-flow2
coursera_geopolitics-europe,Geopolitics of Europe,Geopolitics of Europe by Sciences Po. A curated course designed to build practical skills and confidence.,Sciences Po,https://www.coursera.org/learn/geopolitics-europe
coursera_truthinourbones-osteoarchaeology-archaeology,Osteoarchaeology: The Truth in Our Bones,Osteoarchaeology: The Truth in Our Bones by Universiteit Leiden. A curated course designed to build practical skills and confidence.,Universiteit Leiden,https://www.coursera.org/learn/truthinourbones-osteoarchaeology-archaeology
coursera_pca-machine-learning,Mathematics for Machine Learning: PCA,Mathematics for Machine Learning: PCA by Imperial College London. A curated course designed to build practical skills and confidence.,Imperial College London,https://www.coursera.org/learn/pca-machine-learning
coursera_object-oriented-java,Object Oriented Programming in Java,Object Oriented Programming in Java by University of California San Diego. A curated course designed to build practical skills and confidence.,University of California San Diego,https://www.coursera.org/learn/object-oriented-java
coursera_embedded-software-hardware,Embedded Software and Hardware Architecture,Embedded Software and Hardware Architecture by University of Colorado Boulder. A curated course designed to build practical skills and confidence.,University of Colorado Boulder,https://www.coursera.org/learn/embedded-software-hardware
coursera_memoir-reader-relationship,Memoir and Personal Essay: Managing Your Relationship with the Reader,Memoir and Personal Essay: Managing Your Relationship with the Reader by Wesleyan University. A curated course designed to build practical skills and confidence.,Wesleyan University,https://www.coursera.org/learn/memoir-reader-relationship
coursera_mathematics-and-python,Математика и Python для анализа данных,Математика и Python для анализа данных by Moscow Institute of Physics and Technology. A curated course designed to build practical skills and confidence.,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/mathematics-and-python
coursera_aulaconstructivista,Hacia una práctica constructivista en el aula,Hacia una práctica constructivista en el aula by Pontificia Universidad Católica de Chile. A curated course designed to build practical skills and confidence.,Pontificia Universidad Católica de Chile,https://www.coursera.org/learn/aulaconstructivista
coursera_uva-darden-agile-testing,Hypothesis-Driven Development,Hypothesis-Driven Development by University of Virginia. A curated course designed to build practical skills and confidence.,University of Virginia,https://www.coursera.org/learn/uva-darden-agile-testing
coursera_accounting-data-analytics-python,Accounting Data Analytics with Python,Accounting Data Analytics with Python by University of Illinois at Urbana-Champaign. A curated course designed to build practical skills and confidence.,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/accounting-data-analytics-python
coursera_spectroscopy,Introduction to Molecular Spectroscopy,Introduction to Molecular Spectroscopy by University of Manchester. A curated course designed to build practical skills and confidence.,University of Manchester   ,https://www.coursera.org/learn/spectroscopy
coursera_managing-as-a-coach,Managing as a Coach,"Managing as a Coach by University of California, Davis. A curated course designed to build practical skills and confidence.","University of California, Davis",https://www.coursera.org/learn/managing-as-a-coach
